state,zip,phone,mc,score,sample,stateavg
AZ,85031,6238485000,AMI-2,99%,76 patients,AZ_AMI-2
AZ,85031,6238485000,AMI-3,82%,11 patients,AZ_AMI-3
AZ,85031,6238485000,AMI-4,100%,42 patients,AZ_AMI-4
AZ,85031,6238485000,AMI-5,99%,76 patients,AZ_AMI-5
AZ,85031,6238485000,AMI-7A,,0 patients,AZ_AMI-7A
AZ,85031,6238485000,AMI-8A,59%,29 patients,AZ_AMI-8A
AZ,85031,6238485000,HF-1,85%,152 patients,AZ_HF-1
AZ,85031,6238485000,HF-2,99%,164 patients,AZ_HF-2
AZ,85031,6238485000,HF-3,95%,61 patients,AZ_HF-3
AZ,85031,6238485000,HF-4,98%,65 patients,AZ_HF-4
AZ,85031,6238485000,PN-2,88%,84 patients,AZ_PN-2
AZ,85031,6238485000,PN-3B,88%,153 patients,AZ_PN-3B
AZ,85031,6238485000,PN-4,98%,86 patients,AZ_PN-4
AZ,85031,6238485000,PN-5C,98%,163 patients,AZ_PN-5C
AZ,85031,6238485000,PN-6,86%,103 patients,AZ_PN-6
AZ,85031,6238485000,PN-7,93%,84 patients,AZ_PN-7
AZ,85031,6238485000,SCIP-CARD-2,67%,12 patients,AZ_SCIP-CARD-2
AZ,85031,6238485000,SCIP-INF-1,82%,44 patients,AZ_SCIP-INF-1
AZ,85031,6238485000,SCIP-INF-2,90%,41 patients,AZ_SCIP-INF-2
AZ,85031,6238485000,SCIP-INF-3,95%,38 patients,AZ_SCIP-INF-3
AZ,85031,6238485000,SCIP-INF-4,100%,1 patients,AZ_SCIP-INF-4
AZ,85031,6238485000,SCIP-INF-6,100%,122 patients,AZ_SCIP-INF-6
AZ,85031,6238485000,SCIP-VTE-1,88%,57 patients,AZ_SCIP-VTE-1
AZ,85031,6238485000,SCIP-VTE-2,82%,57 patients,AZ_SCIP-VTE-2
AZ,85006,6022392000,AMI-1,99%,150 patients,AZ_AMI-1
AZ,85006,6022392000,AMI-2,99%,244 patients,AZ_AMI-2
AZ,85006,6022392000,AMI-3,95%,44 patients,AZ_AMI-3
AZ,85006,6022392000,AMI-4,100%,88 patients,AZ_AMI-4
AZ,85006,6022392000,AMI-5,98%,206 patients,AZ_AMI-5
AZ,85006,6022392000,AMI-7A,,0 patients,AZ_AMI-7A
AZ,85006,6022392000,AMI-8A,76%,29 patients,AZ_AMI-8A
AZ,85006,6022392000,HF-1,76%,258 patients,AZ_HF-1
AZ,85006,6022392000,HF-2,100%,293 patients,AZ_HF-2
AZ,85006,6022392000,HF-3,95%,133 patients,AZ_HF-3
AZ,85006,6022392000,HF-4,100%,61 patients,AZ_HF-4
AZ,85006,6022392000,PN-2,91%,70 patients,AZ_PN-2
AZ,85006,6022392000,PN-3B,85%,96 patients,AZ_PN-3B
AZ,85006,6022392000,PN-4,98%,55 patients,AZ_PN-4
AZ,85006,6022392000,PN-5C,92%,104 patients,AZ_PN-5C
AZ,85006,6022392000,PN-6,90%,70 patients,AZ_PN-6
AZ,85006,6022392000,PN-7,81%,57 patients,AZ_PN-7
AZ,85006,6022392000,SCIP-CARD-2,89%,61 patients,AZ_SCIP-CARD-2
AZ,85006,6022392000,SCIP-INF-1,91%,406 patients,AZ_SCIP-INF-1
AZ,85006,6022392000,SCIP-INF-2,98%,417 patients,AZ_SCIP-INF-2
AZ,85006,6022392000,SCIP-INF-3,90%,368 patients,AZ_SCIP-INF-3
AZ,85006,6022392000,SCIP-INF-4,98%,128 patients,AZ_SCIP-INF-4
AZ,85006,6022392000,SCIP-INF-6,98%,660 patients,AZ_SCIP-INF-6
AZ,85006,6022392000,SCIP-VTE-1,80%,254 patients,AZ_SCIP-VTE-1
AZ,85006,6022392000,SCIP-VTE-2,77%,250 patients,AZ_SCIP-VTE-2
AZ,85712,5203275461,AMI-1,100%,301 patients,AZ_AMI-1
AZ,85712,5203275461,AMI-2,100%,398 patients,AZ_AMI-2
AZ,85712,5203275461,AMI-3,97%,78 patients,AZ_AMI-3
AZ,85712,5203275461,AMI-4,100%,128 patients,AZ_AMI-4
AZ,85712,5203275461,AMI-5,99%,389 patients,AZ_AMI-5
AZ,85712,5203275461,AMI-7A,,0 patients,AZ_AMI-7A
AZ,85712,5203275461,AMI-8A,100%,36 patients,AZ_AMI-8A
AZ,85712,5203275461,HF-1,89%,231 patients,AZ_HF-1
AZ,85712,5203275461,HF-2,100%,295 patients,AZ_HF-2
AZ,85712,5203275461,HF-3,98%,97 patients,AZ_HF-3
AZ,85712,5203275461,HF-4,100%,37 patients,AZ_HF-4
AZ,85712,5203275461,PN-2,87%,127 patients,AZ_PN-2
AZ,85712,5203275461,PN-3B,95%,122 patients,AZ_PN-3B
AZ,85712,5203275461,PN-4,100%,52 patients,AZ_PN-4
AZ,85712,5203275461,PN-5C,91%,135 patients,AZ_PN-5C
AZ,85712,5203275461,PN-6,97%,91 patients,AZ_PN-6
AZ,85712,5203275461,PN-7,86%,91 patients,AZ_PN-7
AZ,85712,5203275461,SCIP-CARD-2,66%,118 patients,AZ_SCIP-CARD-2
AZ,85712,5203275461,SCIP-INF-1,91%,590 patients,AZ_SCIP-INF-1
AZ,85712,5203275461,SCIP-INF-2,97%,599 patients,AZ_SCIP-INF-2
AZ,85712,5203275461,SCIP-INF-3,94%,575 patients,AZ_SCIP-INF-3
AZ,85712,5203275461,SCIP-INF-4,90%,162 patients,AZ_SCIP-INF-4
AZ,85712,5203275461,SCIP-INF-6,97%,788 patients,AZ_SCIP-INF-6
AZ,85712,5203275461,SCIP-VTE-1,91%,234 patients,AZ_SCIP-VTE-1
AZ,85712,5203275461,SCIP-VTE-2,90%,234 patients,AZ_SCIP-VTE-2
AZ,86326,9286396000,AMI-1,97%,93 patients,AZ_AMI-1
AZ,86326,9286396000,AMI-2,99%,106 patients,AZ_AMI-2
AZ,86326,9286396000,AMI-3,94%,18 patients,AZ_AMI-3
AZ,86326,9286396000,AMI-4,97%,30 patients,AZ_AMI-4
AZ,86326,9286396000,AMI-5,95%,103 patients,AZ_AMI-5
AZ,86326,9286396000,AMI-7A,,0 patients,AZ_AMI-7A
AZ,86326,9286396000,AMI-8A,100%,33 patients,AZ_AMI-8A
AZ,86326,9286396000,HF-1,81%,113 patients,AZ_HF-1
AZ,86326,9286396000,HF-2,99%,137 patients,AZ_HF-2
AZ,86326,9286396000,HF-3,93%,54 patients,AZ_HF-3
AZ,86326,9286396000,HF-4,100%,21 patients,AZ_HF-4
AZ,86326,9286396000,PN-2,96%,156 patients,AZ_PN-2
AZ,86326,9286396000,PN-3B,97%,99 patients,AZ_PN-3B
AZ,86326,9286396000,PN-4,97%,31 patients,AZ_PN-4
AZ,86326,9286396000,PN-5C,96%,127 patients,AZ_PN-5C
AZ,86326,9286396000,PN-6,91%,94 patients,AZ_PN-6
AZ,86326,9286396000,PN-7,91%,117 patients,AZ_PN-7
AZ,86326,9286396000,SCIP-CARD-2,78%,40 patients,AZ_SCIP-CARD-2
AZ,86326,9286396000,SCIP-INF-1,95%,364 patients,AZ_SCIP-INF-1
AZ,86326,9286396000,SCIP-INF-2,99%,365 patients,AZ_SCIP-INF-2
AZ,86326,9286396000,SCIP-INF-3,95%,353 patients,AZ_SCIP-INF-3
AZ,86326,9286396000,SCIP-INF-4,,0 patients,AZ_SCIP-INF-4
AZ,86326,9286396000,SCIP-INF-6,100%,484 patients,AZ_SCIP-INF-6
AZ,86326,9286396000,SCIP-VTE-1,96%,180 patients,AZ_SCIP-VTE-1
AZ,86326,9286396000,SCIP-VTE-2,94%,180 patients,AZ_SCIP-VTE-2
AZ,85745,5208723000,AMI-1,100%,261 patients,AZ_AMI-1
AZ,85745,5208723000,AMI-2,99%,256 patients,AZ_AMI-2
AZ,85745,5208723000,AMI-3,100%,63 patients,AZ_AMI-3
AZ,85745,5208723000,AMI-4,100%,74 patients,AZ_AMI-4
AZ,85745,5208723000,AMI-5,100%,236 patients,AZ_AMI-5
AZ,85745,5208723000,AMI-7A,,0 patients,AZ_AMI-7A
AZ,85745,5208723000,AMI-8A,94%,67 patients,AZ_AMI-8A
AZ,85745,5208723000,HF-1,86%,287 patients,AZ_HF-1
AZ,85745,5208723000,HF-2,99%,318 patients,AZ_HF-2
AZ,85745,5208723000,HF-3,99%,100 patients,AZ_HF-3
AZ,85745,5208723000,HF-4,98%,54 patients,AZ_HF-4
AZ,85745,5208723000,PN-2,91%,152 patients,AZ_PN-2
AZ,85745,5208723000,PN-3B,94%,119 patients,AZ_PN-3B
AZ,85745,5208723000,PN-4,99%,69 patients,AZ_PN-4
AZ,85745,5208723000,PN-5C,97%,189 patients,AZ_PN-5C
AZ,85745,5208723000,PN-6,91%,152 patients,AZ_PN-6
AZ,85745,5208723000,PN-7,89%,132 patients,AZ_PN-7
AZ,85745,5208723000,SCIP-CARD-2,94%,32 patients,AZ_SCIP-CARD-2
AZ,85745,5208723000,SCIP-INF-1,95%,197 patients,AZ_SCIP-INF-1
AZ,85745,5208723000,SCIP-INF-2,94%,197 patients,AZ_SCIP-INF-2
AZ,85745,5208723000,SCIP-INF-3,87%,185 patients,AZ_SCIP-INF-3
AZ,85745,5208723000,SCIP-INF-4,,0 patients,AZ_SCIP-INF-4
AZ,85745,5208723000,SCIP-INF-6,99%,339 patients,AZ_SCIP-INF-6
AZ,85745,5208723000,SCIP-VTE-1,93%,169 patients,AZ_SCIP-VTE-1
AZ,85745,5208723000,SCIP-VTE-2,86%,169 patients,AZ_SCIP-VTE-2
AZ,85711,5208733000,AMI-1,99%,197 patients,AZ_AMI-1
AZ,85711,5208733000,AMI-2,97%,209 patients,AZ_AMI-2
AZ,85711,5208733000,AMI-3,96%,47 patients,AZ_AMI-3
AZ,85711,5208733000,AMI-4,95%,60 patients,AZ_AMI-4
AZ,85711,5208733000,AMI-5,97%,203 patients,AZ_AMI-5
AZ,85711,5208733000,AMI-7A,,0 patients,AZ_AMI-7A
AZ,85251,4808824000,SCIP-INF-6,100%,603 patients,AZ_SCIP-INF-6
AZ,85251,4808824000,SCIP-VTE-1,86%,232 patients,AZ_SCIP-VTE-1
AZ,85251,4808824000,SCIP-VTE-2,79%,232 patients,AZ_SCIP-VTE-2
AZ,85635,5204584641,AMI-1,90%,72 patients,AZ_AMI-1
AZ,85635,5204584641,AMI-2,85%,41 patients,AZ_AMI-2
AZ,85635,5204584641,AMI-3,0%,2 patients,AZ_AMI-3
AZ,85635,5204584641,AMI-4,100%,8 patients,AZ_AMI-4
AZ,85635,5204584641,AMI-5,85%,47 patients,AZ_AMI-5
AZ,85635,5204584641,AMI-7A,25%,4 patients,AZ_AMI-7A
AZ,85635,5204584641,AMI-8A,0%,1 patients,AZ_AMI-8A
AZ,85635,5204584641,HF-1,68%,97 patients,AZ_HF-1
AZ,85635,5204584641,HF-2,84%,117 patients,AZ_HF-2
AZ,85635,5204584641,HF-3,82%,22 patients,AZ_HF-3
AZ,85635,5204584641,HF-4,100%,21 patients,AZ_HF-4
AZ,85635,5204584641,PN-2,86%,106 patients,AZ_PN-2
AZ,85635,5204584641,PN-3B,96%,91 patients,AZ_PN-3B
AZ,85635,5204584641,PN-4,100%,50 patients,AZ_PN-4
AZ,85635,5204584641,PN-5C,86%,125 patients,AZ_PN-5C
AZ,85016,6025321000,PN-5C,100%,10 patients,AZ_PN-5C
AZ,85016,6025321000,PN-6,100%,4 patients,AZ_PN-6
AZ,85016,6025321000,PN-7,89%,19 patients,AZ_PN-7
AZ,85016,6025321000,SCIP-CARD-2,96%,76 patients,AZ_SCIP-CARD-2
AZ,85016,6025321000,SCIP-INF-1,87%,267 patients,AZ_SCIP-INF-1
AZ,85016,6025321000,SCIP-INF-2,100%,280 patients,AZ_SCIP-INF-2
AZ,85016,6025321000,SCIP-INF-3,86%,252 patients,AZ_SCIP-INF-3
AZ,85016,6025321000,SCIP-INF-4,92%,225 patients,AZ_SCIP-INF-4
AZ,85016,6025321000,SCIP-INF-6,100%,371 patients,AZ_SCIP-INF-6
AZ,85016,6025321000,SCIP-VTE-1,89%,9 patients,AZ_SCIP-VTE-1
AZ,85016,6025321000,SCIP-VTE-2,67%,9 patients,AZ_SCIP-VTE-2
AZ,85054,4805156296,AMI-1,98%,150 patients,AZ_AMI-1
AZ,85054,4805156296,AMI-2,98%,132 patients,AZ_AMI-2
AZ,85054,4805156296,AMI-3,100%,34 patients,AZ_AMI-3
AZ,85054,4805156296,AMI-4,100%,23 patients,AZ_AMI-4
AZ,85054,4805156296,AMI-5,99%,141 patients,AZ_AMI-5
AZ,85054,4805156296,AMI-7A,,0 patients,AZ_AMI-7A
AZ,85054,4805156296,AMI-8A,97%,31 patients,AZ_AMI-8A
AZ,85054,4805156296,HF-1,88%,248 patients,AZ_HF-1
AZ,85054,4805156296,HF-2,100%,270 patients,AZ_HF-2
AZ,85054,4805156296,HF-3,100%,99 patients,AZ_HF-3
AZ,85295,4802795835,PN-7,99%,68 patients,AZ_PN-7
AZ,85295,4802795835,SCIP-CARD-2,,,AZ_SCIP-CARD-2
AZ,85295,4802795835,SCIP-INF-1,,0 patients,AZ_SCIP-INF-1
AZ,85295,4802795835,SCIP-INF-2,,0 patients,AZ_SCIP-INF-2
AZ,85295,4802795835,SCIP-INF-3,,0 patients,AZ_SCIP-INF-3
AZ,85295,4802795835,SCIP-INF-4,,0 patients,AZ_SCIP-INF-4
AZ,85295,4802795835,SCIP-INF-6,100%,2 patients,AZ_SCIP-INF-6
AZ,85295,4802795835,SCIP-VTE-1,100%,1 patients,AZ_SCIP-VTE-1
AZ,85295,4802795835,SCIP-VTE-2,100%,1 patients,AZ_SCIP-VTE-2
AZ,85209,4803586100,AMI-1,98%,148 patients,AZ_AMI-1
AZ,85209,4803586100,AMI-2,99%,141 patients,AZ_AMI-2
AZ,85209,4803586100,AMI-3,96%,28 patients,AZ_AMI-3
AZ,85209,4803586100,AMI-4,98%,48 patients,AZ_AMI-4
AZ,85209,4803586100,AMI-5,97%,138 patients,AZ_AMI-5
AZ,85209,4803586100,AMI-7A,,0 patients,AZ_AMI-7A
AZ,85209,4803586100,AMI-8A,69%,32 patients,AZ_AMI-8A
AZ,85209,4803586100,HF-1,79%,239 patients,AZ_HF-1
AZ,85209,4803586100,HF-2,94%,269 patients,AZ_HF-2
AZ,85209,4803586100,HF-3,99%,72 patients,AZ_HF-3
AR,72211,5012197000,PN-4,100%,9 patients,AR_PN-4
AR,72211,5012197000,PN-5C,100%,26 patients,AR_PN-5C
AR,72211,5012197000,PN-6,0%,1 patients,AR_PN-6
AR,72211,5012197000,PN-7,100%,30 patients,AR_PN-7
AR,72211,5012197000,SCIP-CARD-2,97%,160 patients,AR_SCIP-CARD-2
AR,72211,5012197000,SCIP-INF-1,97%,668 patients,AR_SCIP-INF-1
AR,72211,5012197000,SCIP-INF-2,100%,694 patients,AR_SCIP-INF-2
AR,72211,5012197000,SCIP-INF-3,96%,654 patients,AR_SCIP-INF-3
AR,72211,5012197000,SCIP-INF-4,85%,620 patients,AR_SCIP-INF-4
AR,72211,5012197000,SCIP-INF-6,99%,871 patients,AR_SCIP-INF-6
AR,72211,5012197000,SCIP-VTE-1,50%,8 patients,AR_SCIP-VTE-1
AR,72211,5012197000,SCIP-VTE-2,57%,7 patients,AR_SCIP-VTE-2
AR,72120,5015527100,AMI-1,88%,17 patients,AR_AMI-1
AR,72120,5015527100,AMI-2,86%,7 patients,AR_AMI-2
AR,72120,5015527100,AMI-3,100%,1 patients,AR_AMI-3
AR,72120,5015527100,AMI-4,100%,1 patients,AR_AMI-4
AR,72120,5015527100,AMI-5,75%,8 patients,AR_AMI-5
AR,72120,5015527100,AMI-7A,,0 patients,AR_AMI-7A
AR,72120,5015527100,AMI-8A,,0 patients,AR_AMI-8A
AR,72120,5015527100,HF-1,76%,95 patients,AR_HF-1
AR,72543,5018873000,SCIP-VTE-2,,,AR_SCIP-VTE-2
AR,72031,5017457004,AMI-1,,,AR_AMI-1
AR,72031,5017457004,AMI-2,,,AR_AMI-2
AR,72031,5017457004,AMI-3,,,AR_AMI-3
AR,72031,5017457004,AMI-4,,,AR_AMI-4
AR,72031,5017457004,AMI-5,,,AR_AMI-5
AR,72031,5017457004,AMI-7A,,,AR_AMI-7A
AR,72031,5017457004,AMI-8A,,,AR_AMI-8A
AR,72031,5017457004,HF-1,70%,50 patients,AR_HF-1
AR,72031,5017457004,HF-2,88%,73 patients,AR_HF-2
AR,72031,5017457004,HF-3,96%,23 patients,AR_HF-3
AR,72031,5017457004,HF-4,100%,6 patients,AR_HF-4
AR,72031,5017457004,PN-2,89%,97 patients,AR_PN-2
AR,72031,5017457004,PN-3B,97%,98 patients,AR_PN-3B
AR,72031,5017457004,PN-4,93%,41 patients,AR_PN-4
AR,72031,5017457004,PN-5C,96%,104 patients,AR_PN-5C
AR,72031,5017457004,PN-6,94%,81 patients,AR_PN-6
AR,72031,5017457004,PN-7,87%,61 patients,AR_PN-7
AR,72031,5017457004,SCIP-CARD-2,,,AR_SCIP-CARD-2
AR,72031,5017457004,SCIP-INF-1,,,AR_SCIP-INF-1
AR,72031,5017457004,SCIP-INF-2,,,AR_SCIP-INF-2
AR,72031,5017457004,SCIP-INF-3,,,AR_SCIP-INF-3
AR,72031,5017457004,SCIP-INF-4,,,AR_SCIP-INF-4
AR,72031,5017457004,SCIP-INF-6,,,AR_SCIP-INF-6
CA,92103,6195436737,AMI-7A,,0 patients,CA_AMI-7A
CA,92103,6195436737,AMI-8A,69%,39 patients,CA_AMI-8A
CA,92103,6195436737,HF-1,72%,204 patients,CA_HF-1
CA,92103,6195436737,HF-2,98%,234 patients,CA_HF-2
CA,92103,6195436737,HF-3,100%,99 patients,CA_HF-3
CA,92103,6195436737,HF-4,100%,46 patients,CA_HF-4
CA,92103,6195436737,PN-2,90%,71 patients,CA_PN-2
CA,92103,6195436737,PN-3B,92%,121 patients,CA_PN-3B
CA,92103,6195436737,PN-4,100%,39 patients,CA_PN-4
CA,92103,6195436737,PN-5C,93%,114 patients,CA_PN-5C
CA,92103,6195436737,PN-6,82%,34 patients,CA_PN-6
CA,92103,6195436737,PN-7,75%,65 patients,CA_PN-7
CA,92103,6195436737,SCIP-CARD-2,88%,86 patients,CA_SCIP-CARD-2
CA,92103,6195436737,SCIP-INF-1,98%,351 patients,CA_SCIP-INF-1
CA,92103,6195436737,SCIP-INF-2,99%,357 patients,CA_SCIP-INF-2
CA,92103,6195436737,SCIP-INF-3,97%,318 patients,CA_SCIP-INF-3
CA,92103,6195436737,SCIP-INF-4,90%,131 patients,CA_SCIP-INF-4
CA,92220,9517692101,HF-1,48%,120 patients,CA_HF-1
CA,92220,9517692101,HF-2,76%,161 patients,CA_HF-2
CA,92220,9517692101,HF-3,82%,33 patients,CA_HF-3
CA,92220,9517692101,HF-4,78%,27 patients,CA_HF-4
CA,92220,9517692101,PN-2,38%,133 patients,CA_PN-2
CA,92220,9517692101,PN-3B,81%,127 patients,CA_PN-3B
CA,92220,9517692101,PN-4,89%,28 patients,CA_PN-4
CA,92220,9517692101,PN-5C,94%,84 patients,CA_PN-5C
CA,92220,9517692101,PN-6,86%,28 patients,CA_PN-6
CA,92220,9517692101,PN-7,45%,83 patients,CA_PN-7
CA,92220,9517692101,SCIP-CARD-2,83%,6 patients,CA_SCIP-CARD-2
CA,92220,9517692101,SCIP-INF-1,67%,12 patients,CA_SCIP-INF-1
CA,92220,9517692101,SCIP-INF-2,83%,12 patients,CA_SCIP-INF-2
CA,92220,9517692101,SCIP-INF-3,50%,12 patients,CA_SCIP-INF-3
CA,92220,9517692101,SCIP-INF-4,,0 patients,CA_SCIP-INF-4
CA,92220,9517692101,SCIP-INF-6,97%,78 patients,CA_SCIP-INF-6
CA,92220,9517692101,SCIP-VTE-1,43%,56 patients,CA_SCIP-VTE-1
CA,92220,9517692101,SCIP-VTE-2,50%,48 patients,CA_SCIP-VTE-2
AZ,85711,5208733000,AMI-8A,86%,71 patients,AZ_AMI-8A
AZ,85711,5208733000,HF-1,48%,223 patients,AZ_HF-1
AZ,85711,5208733000,HF-2,96%,267 patients,AZ_HF-2
AZ,85711,5208733000,HF-3,81%,89 patients,AZ_HF-3
AZ,85711,5208733000,HF-4,97%,37 patients,AZ_HF-4
AZ,85711,5208733000,PN-2,90%,194 patients,AZ_PN-2
AZ,85711,5208733000,PN-3B,97%,136 patients,AZ_PN-3B
AZ,85711,5208733000,PN-4,98%,82 patients,AZ_PN-4
AZ,85711,5208733000,PN-5C,95%,185 patients,AZ_PN-5C
AZ,85711,5208733000,PN-6,89%,157 patients,AZ_PN-6
AZ,85711,5208733000,PN-7,82%,141 patients,AZ_PN-7
AZ,85711,5208733000,SCIP-CARD-2,87%,55 patients,AZ_SCIP-CARD-2
AZ,85711,5208733000,SCIP-INF-1,97%,365 patients,AZ_SCIP-INF-1
AZ,85711,5208733000,SCIP-INF-2,98%,367 patients,AZ_SCIP-INF-2
AZ,85711,5208733000,SCIP-INF-3,88%,337 patients,AZ_SCIP-INF-3
AZ,85711,5208733000,SCIP-INF-4,,0 patients,AZ_SCIP-INF-4
AZ,85711,5208733000,SCIP-INF-6,100%,532 patients,AZ_SCIP-INF-6
AZ,85711,5208733000,SCIP-VTE-1,89%,231 patients,AZ_SCIP-VTE-1
AZ,85711,5208733000,SCIP-VTE-2,87%,231 patients,AZ_SCIP-VTE-2
AZ,86301,9284452700,AMI-1,99%,180 patients,AZ_AMI-1
AZ,86301,9284452700,AMI-2,98%,194 patients,AZ_AMI-2
AZ,86301,9284452700,AMI-3,88%,24 patients,AZ_AMI-3
AZ,86301,9284452700,AMI-4,100%,65 patients,AZ_AMI-4
AZ,86301,9284452700,AMI-5,98%,192 patients,AZ_AMI-5
AZ,86301,9284452700,AMI-7A,,0 patients,AZ_AMI-7A
AZ,86301,9284452700,AMI-8A,69%,52 patients,AZ_AMI-8A
AZ,86301,9284452700,HF-1,82%,151 patients,AZ_HF-1
AZ,86301,9284452700,HF-2,97%,179 patients,AZ_HF-2
AZ,86301,9284452700,HF-3,93%,55 patients,AZ_HF-3
AZ,86301,9284452700,HF-4,100%,35 patients,AZ_HF-4
AZ,86301,9284452700,PN-2,93%,149 patients,AZ_PN-2
AZ,86301,9284452700,PN-3B,96%,112 patients,AZ_PN-3B
AZ,86301,9284452700,PN-4,100%,40 patients,AZ_PN-4
AZ,86301,9284452700,PN-5C,97%,132 patients,AZ_PN-5C
AZ,86301,9284452700,PN-6,96%,94 patients,AZ_PN-6
AZ,86301,9284452700,PN-7,92%,102 patients,AZ_PN-7
AZ,86301,9284452700,SCIP-CARD-2,93%,87 patients,AZ_SCIP-CARD-2
AZ,86301,9284452700,SCIP-INF-1,98%,409 patients,AZ_SCIP-INF-1
AZ,86301,9284452700,SCIP-INF-2,99%,415 patients,AZ_SCIP-INF-2
AZ,86301,9284452700,SCIP-INF-3,96%,379 patients,AZ_SCIP-INF-3
AZ,86301,9284452700,SCIP-INF-4,98%,124 patients,AZ_SCIP-INF-4
AZ,86301,9284452700,SCIP-INF-6,100%,580 patients,AZ_SCIP-INF-6
AZ,86301,9284452700,SCIP-VTE-1,98%,185 patients,AZ_SCIP-VTE-1
AZ,86301,9284452700,SCIP-VTE-2,97%,185 patients,AZ_SCIP-VTE-2
AZ,85364,9283367275,AMI-1,99%,339 patients,AZ_AMI-1
AZ,85364,9283367275,AMI-2,94%,308 patients,AZ_AMI-2
AZ,85364,9283367275,AMI-3,91%,81 patients,AZ_AMI-3
AZ,85364,9283367275,AMI-4,100%,82 patients,AZ_AMI-4
AZ,85364,9283367275,AMI-5,94%,308 patients,AZ_AMI-5
AZ,85364,9283367275,AMI-7A,,0 patients,AZ_AMI-7A
AZ,85364,9283367275,AMI-8A,79%,52 patients,AZ_AMI-8A
AZ,85364,9283367275,HF-1,85%,382 patients,AZ_HF-1
AZ,85364,9283367275,HF-2,100%,431 patients,AZ_HF-2
AZ,85364,9283367275,HF-3,95%,177 patients,AZ_HF-3
AZ,85364,9283367275,HF-4,100%,71 patients,AZ_HF-4
AZ,85364,9283367275,PN-2,98%,156 patients,AZ_PN-2
AZ,85364,9283367275,PN-3B,88%,130 patients,AZ_PN-3B
AZ,85364,9283367275,PN-4,100%,38 patients,AZ_PN-4
AZ,85364,9283367275,PN-5C,90%,124 patients,AZ_PN-5C
AZ,85364,9283367275,PN-6,86%,73 patients,AZ_PN-6
AZ,85364,9283367275,PN-7,99%,108 patients,AZ_PN-7
AZ,85364,9283367275,SCIP-CARD-2,89%,109 patients,AZ_SCIP-CARD-2
AZ,85364,9283367275,SCIP-INF-1,96%,564 patients,AZ_SCIP-INF-1
AZ,85364,9283367275,SCIP-INF-2,95%,566 patients,AZ_SCIP-INF-2
AZ,85364,9283367275,SCIP-INF-3,93%,560 patients,AZ_SCIP-INF-3
AZ,85364,9283367275,SCIP-INF-4,99%,122 patients,AZ_SCIP-INF-4
AZ,85364,9283367275,SCIP-INF-6,100%,711 patients,AZ_SCIP-INF-6
AZ,85364,9283367275,SCIP-VTE-1,61%,299 patients,AZ_SCIP-VTE-1
AZ,85364,9283367275,SCIP-VTE-2,59%,294 patients,AZ_SCIP-VTE-2
AZ,85020,6028706060,AMI-1,99%,176 patients,AZ_AMI-1
AZ,85020,6028706060,AMI-2,100%,159 patients,AZ_AMI-2
AZ,85020,6028706060,AMI-3,100%,27 patients,AZ_AMI-3
AZ,85020,6028706060,AMI-4,100%,57 patients,AZ_AMI-4
AZ,85020,6028706060,AMI-5,99%,143 patients,AZ_AMI-5
AZ,85020,6028706060,AMI-7A,,0 patients,AZ_AMI-7A
AZ,85020,6028706060,AMI-8A,89%,38 patients,AZ_AMI-8A
AZ,85020,6028706060,HF-1,94%,217 patients,AZ_HF-1
AZ,85020,6028706060,HF-2,100%,238 patients,AZ_HF-2
AZ,85020,6028706060,HF-3,100%,81 patients,AZ_HF-3
AZ,85020,6028706060,HF-4,100%,50 patients,AZ_HF-4
AZ,85020,6028706060,PN-2,93%,107 patients,AZ_PN-2
AZ,85020,6028706060,PN-3B,99%,108 patients,AZ_PN-3B
AZ,85020,6028706060,PN-4,100%,59 patients,AZ_PN-4
AZ,85020,6028706060,PN-5C,90%,139 patients,AZ_PN-5C
AZ,85020,6028706060,PN-6,93%,90 patients,AZ_PN-6
AZ,85020,6028706060,PN-7,92%,89 patients,AZ_PN-7
AZ,85020,6028706060,SCIP-CARD-2,82%,89 patients,AZ_SCIP-CARD-2
AZ,85020,6028706060,SCIP-INF-1,95%,394 patients,AZ_SCIP-INF-1
AZ,85020,6028706060,SCIP-INF-2,94%,409 patients,AZ_SCIP-INF-2
AZ,85020,6028706060,SCIP-INF-3,90%,359 patients,AZ_SCIP-INF-3
AZ,85020,6028706060,SCIP-INF-4,100%,100 patients,AZ_SCIP-INF-4
AZ,85020,6028706060,SCIP-INF-6,99%,581 patients,AZ_SCIP-INF-6
AZ,85020,6028706060,SCIP-VTE-1,96%,218 patients,AZ_SCIP-VTE-1
AZ,85020,6028706060,SCIP-VTE-2,90%,218 patients,AZ_SCIP-VTE-2
AZ,85222,5203816453,AMI-1,95%,38 patients,AZ_AMI-1
AZ,85222,5203816453,AMI-2,94%,16 patients,AZ_AMI-2
AZ,85222,5203816453,AMI-3,100%,5 patients,AZ_AMI-3
AZ,85222,5203816453,AMI-4,100%,7 patients,AZ_AMI-4
AZ,85222,5203816453,AMI-5,90%,20 patients,AZ_AMI-5
AZ,85222,5203816453,AMI-7A,,0 patients,AZ_AMI-7A
AZ,85222,5203816453,AMI-8A,,0 patients,AZ_AMI-8A
AZ,85222,5203816453,HF-1,87%,158 patients,AZ_HF-1
AZ,85222,5203816453,HF-2,95%,168 patients,AZ_HF-2
AZ,85222,5203816453,HF-3,87%,31 patients,AZ_HF-3
AZ,85222,5203816453,HF-4,93%,44 patients,AZ_HF-4
